Word	Concreteness
MULE	592
MURAL	515
MUSCLE	573
MUSIC	512
MUSICIAN	564
MUSSEL	618
MUSTARD	595
MUTTON	538
MUZZLE	585
NAIL	598
NAPKIN	585
NAVAL	519
NAVEL	583
NECK	587
NECKLACE	633
NECTAR	556
NEEDLE	608
NEIGHBOUR	515
NEPHEW	541
NEST	557
NET	577
NEWSPAPER	576
NEWT	606
NICKEL	597
NIGHTFALL	511
NIGHTGOWN	644
NIGHTINGALE	621
NIP	515
NOMAD	512
NOODLE	588
NOOSE	542
NOSE	628
NOTE	525
NOVEL	529
NOZZLE	555
NUN	583
NURSE	588
NURSERY	528
NUTMEG	586
OAK	588
OAR	572
OAT	553
OATMEAL	552
OBOE	586
OBSERVER	505
OCEAN	593
OFFAL	583
OFFICE	569
OFFICER	550
OIL	581
OLIVE	618
ONION	632
OPAL	533
OPIUM	552
ORANGE	601
ORCHESTRA	578
ORCHID	599
ORGAN	596
ORNAMENT	615
OTTER	631
OUNCE	502
OUTFIT	515
OUTHOUSE	573
OVEN	593
OVERCOAT	611
OVERSHOE	553
OWL	614
OX	633
OYSTER	573
PACKAGE	580
PAGE	571
PAIL	538
PAINT	577
PAINTER	568
PAINTING	615
PALACE	579
PALETTE	565
PALM	596
PAMPAS	570
PAN	586
PANCREAS	573
PANE	506
PANTIES	597
PANTS	619
PAPER	599
PARADE	523
PARCEL	525
PARK	579
PASSAGE	558
PASSENGER	562
PASTE	559
PASTOR	567
PASTURE	562
PATCH	558
PATH	504
PAUL	524
PEA	614
PEACH	617
PEAR	634
PEARL	597
PEASANT	550
PEDAL	602
PEG	537
PELT	526
PEN	571
PENCIL	617
PENDULUM	583
PENICILLIN	590
PENNY	606
PEOPLE	540
PEPPER	591
PERCH	576
PERFORMER	529
PERIODICAL	538
PERSON	562
PESO	520
PET	557
PETAL	586
PEW	554
PHIAL	545
PHONE	624
PHOTOGRAPH	590
PHYSICIAN	573
PIANIST	565
PIANO	615
PICK	502
PICKLE	606
PICTURE	579
PIE	613
PIER	588
PIG	614
PIGEON	609
PILE	504
PILL	610
PILLOW	613
PIMPLE	579
PIN	600
PINE	592
PINEAPPLE	653
PIPE	602
PIPING	538
PISTON	586
PIT	593
PLANE	535
PLANET	523
PLANK	592
PLANT	594
PLATE	595
PLATFORM	547
PLATTER	593
PLIERS	645
PLUG	558
PLUM	632
POCKET	578
PODIUM	546
POET	552
POISON	527
POLE	577
POLICEMAN	574
POLIO	555
POLISH	535
POLLEN	584
POND	623
PONY	611
POOL	573
POPE	593
PORCH	596
PORK	585
PORT	531
PORTAL	545
PORTRAIT	570
POST	533
POSTER	592
POT	584
POTATO	629
POUCH	568
POUND	515
POWDER	513
PRAIRIE	575
PRESIDENT	526
PRIEST	561
PRINCE	542
PRINCESS	568
PRISON	570
PRISONER	548
PRODUCT	516
PROFESSOR	549
PROFILE	510
PROJECTILE	532
PROJECTOR	548
PROMENADE	538
PRONG	530
PROPELLER	593
PROPRIETOR	518
PROSECUTOR	520
PRUNE	611
PSYCHOLOGIST	505
PUDDING	593
PUDDLE	604
PULPIT	562
PUMP	556
PUNCH	548
PUP	544
PUPIL	570
PUPPY	623
PURSE	572
PYRAMID	615
PYTHON	580
QUAIL	600
QUART	504
QUARTER	509
QUEEN	537
QUILL	595
QUILT	613
RABBI	572
RABBIT	635
RACK	535
RACKET	562
RACKETEER	533
RACQUET	513
RADIO	615
RAIL	540
RAILROAD	579
RAIN	600
RAKE	597
RAM	541
RAMP	538
RAMROD	509
RANCH	561
RASH	523
RASPBERRY	594
RAT	624
RATTLE	549
RATTLESNAKE	586
RECEPTACLE	545
RECORD	558
RECTANGLE	554
RECTOR	517
RED	501
REED	564
REEL	502
REFEREE	554
REFRIGERATOR	574
REIN	537
RELIC	528
REPTILE	578
RESIDUE	510
RESTAURANT	583
RETAILER	521
REVOLVER	592
RIB	599
RIBBON	600
RICE	608
RIDGE	547
RIFLE	606
RIM	511
RING	593
RIVER	585
ROAD	583
ROBBER	545
ROBIN	637
ROCK	600
ROCKER	583
ROCKET	645
ROD	591
ROOF	586
ROOM	566
ROOT	558
ROPE	608
ROSARY	535
ROSE	608
ROSEBUD	593
ROSIN	521
RUBBER	596
RUBY	594
RUDDER	572
RUG	611
RULER	555
RUM	600
RUNG	532
RUST	553
RUSTY	506
RYE	600
SABLE	513
SACK	582
SADDLE	603
SAIL	567
SALAD	595
SALOON	575
SALT	594
SALTPETRE	525
SAND	616
SANDAL	609
SANITARIUM	565
SAP	540
SAPPHIRE	572
SARDINE	606
SASH	540
SATCHEL	593
SATIN	594
SAUCE	576
SAUCER	606
SAUERKRAUT	604
SAW	532
SAXOPHONE	624
SCAB	559
SCAR	552
SCARLET	519
SCHOOL	573
SCHOOLHOUSE	586
SCISSORS	596
SCOOTER	565
SCORPION	590
SCOTCH	583
SCOUT	562
SCRATCH	523
SCREWDRIVER	574
SCROLL	593
SCULL	508
SEA	596
SEAL	587
SEAM	538
SEAMAN	563
SEAT	568
SEAWEED	593
SECRETARY	576
SEED	611
SEMEN	550
SERF	507
SERGEANT	511
SERVANT	515
SETTLER	533
SEWER	564
SEX	512
SHARK	611
SHAWL	606
SHED	611
SHEEP	622
SHEEPSKIN	600
SHEET	608
SHELL	597
SHEPHERD	598
SHIELD	576
SHILLING	522
SHIP	615
SHIRT	616
SHOE	600
SHOP	549
SHORE	574
SHOULDER	589
SHOVEL	581
SHOWER	588
SHRIMP	629
SHRUB	588
SHUTTER	562
SIGN	520
SILK	538
SILVER	564
SINGER	553
SINK	590
SIREN	538
SISTER	575
SIXPENCE	583
SKATE	562
SKETCH	535
SKI	590
SKILLET	579
SKIN	614
SKIRT	614
SKULL	570
SKUNK	648
SKY	542
SKYLARK	614
SKYSCRAPER	618
SLAP	511
SLAVE	539
SLEET	538
SLEEVE	587
SLEIGH	613
SLIDE	504
SLIME	545
SLIPPER	585
SLIT	520
SLOPE	513
SLUSH	570
SMILE	514
SMOKE	541
SNAIL	579
SNAKE	621
SNEEZE	563
SNOW	618
SOAP	598
SOCCER	524
SOCK	581
SOD	569
SODA	600
SODIUM	511
SOFA	629
SOIL	581
SOLDIER	578
SONG	514
SOOT	563
SORE	502
SOUND	502
SOUP	615
SOW	504
SPADE	565
SPARK	526
SPARROW	629
SPATULA	586
SPEAKER	537
SPEAR	584
SPERM	578
SPICE	590
SPIDER	607
SPIKE	572
SPINACH	589
SPIRE	576
SPOKE	526
SPONGE	597
SPOOL	565
SPOON	614
SPOT	512
SPRAY	514
SPRING	524
SPRUCE	568
SQUARE	516
SQUIRE	502
SQUIRREL	612
STABLE	562
STADIUM	569
STAFF	515
STAIN	535
STAIR	558
STAKE	540
STAR	574
STARCH	555
STATION	572
STATUE	600
STEAK	646
STEAM	552
STEAMER	591
STEEL	586
STEEPLE	561
STEM	556
STEP	508
STEW	603
STICK	604
STING	509
STOAT	621
STOCKING	551
STOMACH	617
STONE	614
STOOL	592
STORE	548
STORK	614
STORM	527
STOVE	591
STRAW	603
STRAWBERRY	610
STREAMER	518
STREET	579
STRING	570
STRIPE	550
STUB	542
STUDENT	549
STUMP	540
SUBMARINE	583
SUDS	554
SUEDE	578
SUGAR	620
SUIT	545
SUITE	534
SULPHUR	591
SULTAN	563
SUN	617
SUNBURN	563
SUNLIGHT	515
SUNSET	525
SUNSHINE	527
SUPPER	563
SURF	527
SWALLOW	547
SWAMP	570
SWEAT	569
SWIMMING	548
SWORD	577
SYCAMORE	606
SYNAGOGUE	545
TABLE	604
TABLESPOON	587
TACK	565
TAIL	613
TAILOR	535
TANGERINE	645
TANK	581
TAP	538
TAPE	564
TAR	597
TEA	609
TEACHER	569
TEAR	504
TEETH	618
TELEGRAPH	547
TELEPHONE	619
TELESCOPE	592
TEMPLE	565
TENNIS	574
TENT	608
TEST	520
THERMOMETER	612
THICKET	571
THIEF	519
THIMBLE	529
THISTLE	611
THONG	543
THORN	586
THREAD	607
THROAT	578
THUMB	638
THUNDER	547
THYME	587
TICKET	590
TIDE	516
TIE	568
TIGER	611
TIMBER	578
TIMEPIECE	577
TIN	593
TIRE	563
TOAD	568
TOAST	582
TOASTER	579
TOBACCO	609
TOE	607
TOILET	586
TOMAHAWK	586
TOMATO	662
TOMB	573
TONGUE	634
TOOL	570
TOOTH	619
TORNADO	644
TORTOISE	602
TOURIST	533
TOWER	585
TOWN	556
TOY	567
TRACK	547
TRACTOR	590
TRAIL	511
TRAILER	597
TRAIN	592
TRANSFORMER	517
TRAPEZE	609
TRASH	588
TRAY	590
TREASURER	557
TREE	604
TRELLIS	574
TRIANGLE	523
TRIBE	504
TRIPOD	577
TROLLEY	579
TROMBONE	606
TROOP	509
TROUT	617
TRUCK	595
TRUMPET	608
TRUNK	596
TUBE	581
TUBERCULOSIS	519
TULIP	619
TUNIC	563
TUNNEL	555
TURPENTINE	604
TURTLE	644
TUSK	580
TWEED	570
TWEEZER	540
TWEEZERS	590
TWIG	559
TYPEWRITER	611
TYPHOON	542
ULCER	558
UMBRELLA	606
UMPIRE	581
UNCLE	580
UNIFORM	550
UNIVERSITY	533
UPHOLSTERY	570
URCHIN	568
URN	551
UTENSIL	567
VACCINATION	509
VALLEY	575
VAN	606
VASE	595
VAULT	550
VEAL	528
VEGETABLE	602
VEHICLE	558
VEIL	560
VEIN	553
VELVET	580
VELVETEEN	550
VESSEL	571
VEST	575
VESTIBULE	577
VILLAGE	576
VINE	601
VINEGAR	645
VIOLET	541
VIOLIN	626
VODKA	576
VOLCANO	591
VOTER	548
WAFER	536
WAIST	563
WALL	589
WALLET	584
WALNUT	642
WALRUS	629
WAND	570
WARBLER	570
WAREHOUSE	578
WARRIOR	525
WATER	616
WAX	569
WEAPON	560
WEB	561
WEDDING	509
WEED	600
WENCH	542
WHALE	610
WHALEBONE	567
WHARF	573
WHEAT	594
WHEEL	573
WHIP	570
WHISKER	560
WHISKEY	604
WHISTLE	579
WHOLESALER	539
WICK	599
WICKET	516
WIDOW	547
WIFE	562
WIG	618
WIGWAM	583
WILDERNESS	512
WILLOW	589
WIND	552
WINDOW	609
WINE	621
WING	595
WINK	515
WIRE	585
WITCH	522
WOLF	595
WOMAN	580
WOMB	538
WOOD	606
WOODLAND	585
WOOL	608
WORKER	532
WORKHOUSE	549
WORLD	532
WORM	611
WOUND	561
WRECK	505
WREN	629
YACHT	606
YARD	553
YAWN	502
YELLOW	537
YEW	598
YOKE	542
YOLK	593
ZIPPER	599
ZOO	583
ZOOLOGIST	525
